Record Creation Date,Join Date,Frequent Flier Number,First Name,Last Name,Inquiry Type,Most Recent Flight #,Lounge Used?,Departing Airport,Arrival Airport,Planned Snack?,Additional Snack?,# of Included Checked Bags,Total # of Checked Bags,Flight Delayed?
2021-12-22,2004-07-05,9218433301,Charles,Gutierrez,New Flight,P89856899,FALSE,DFW,ORD,FALSE,TRUE,4,9,FALSE
2021-11-25,2004-07-05,9218433301,Charles,Gutierrez,Flight Deal,X51405173,TRUE,DFW,JFK,TRUE,FALSE,4,7,TRUE
2023-04-22,2004-07-05,9218433301,Charles,Gutierrez,Flight Status,O56372377,TRUE,DFW,MIA,FALSE,TRUE,1,8,FALSE
2022-09-21,2004-07-05,9218433301,Charles,Gutierrez,New Flight,O29137474,TRUE,JFK,SIN,FALSE,FALSE,2,6,TRUE
2023-01-26,2004-07-05,9218433301,Charles,Gutierrez,Flight Status,C45474669,TRUE,JFK,JFK,FALSE,FALSE,4,8,FALSE
2023-08-22,2004-07-05,9218433301,Charles,Gutierrez,Flight Deal,I62401725,TRUE,HND,DFW,TRUE,FALSE,1,3,TRUE
2021-09-17,2004-07-05,9218433301,Charles,Gutierrez,Flight Deal,F58530808,TRUE,JFK,CDG,FALSE,TRUE,3,8,TRUE
2024-02-21,2004-07-05,9218433301,Charles,Gutierrez,Flight Status,H40173796,FALSE,LAX,DEN,FALSE,FALSE,2,7,FALSE
2023-04-22,2004-07-05,9218433301,Charles,Gutierrez,New Flight,F16514622,TRUE,MIA,LHR,FALSE,TRUE,3,5,TRUE
2021-09-05,2004-07-05,9218433301,Charles,Gutierrez,Flight Status,W83515425,FALSE,DFW,ORD,FALSE,FALSE,1,6,TRUE
2022-01-01,1994-09-15,6779497464,Susan,Bowers,New Flight,J50214056,FALSE,DFW,BOS,TRUE,TRUE,1,9,FALSE
2024-06-07,1994-09-15,6779497464,Susan,Bowers,New Flight,K56523870,TRUE,ATL,ORD,FALSE,TRUE,2,5,TRUE
2024-06-06,1994-09-15,6779497464,Susan,Bowers,Cancel Flight,G29286373,TRUE,JFK,DEN,TRUE,FALSE,2,5,FALSE
2022-05-18,2016-01-19,4658269876,Mark,Ramirez,New Flight,C34804477,TRUE,HND,BOS,FALSE,TRUE,4,8,FALSE
2021-07-01,2016-01-19,4658269876,Mark,Ramirez,Flight Status,R31148826,FALSE,HND,ATL,TRUE,FALSE,2,9,TRUE
2022-06-25,2016-01-19,4658269876,Mark,Ramirez,New Flight,U07015528,FALSE,SEA,LAX,FALSE,TRUE,2,6,TRUE
2021-03-13,2014-02-26,3651930353,Katherine,Reynolds,Flight Status,U11117738,FALSE,BOS,SEA,TRUE,TRUE,3,8,TRUE
2023-02-01,2014-02-26,3651930353,Katherine,Reynolds,Cancel Flight,Y21749508,FALSE,SFO,LAX,TRUE,FALSE,4,9,TRUE
2023-07-04,2014-02-26,3651930353,Katherine,Reynolds,Cancel Flight,G42881939,FALSE,ATL,DFW,TRUE,FALSE,4,10,FALSE
2022-11-10,2014-02-26,3651930353,Katherine,Reynolds,Cancel Flight,G04360431,TRUE,ORD,SYD,FALSE,FALSE,3,6,TRUE
2023-01-04,2014-02-26,3651930353,Katherine,Reynolds,Flight Status,G66053558,FALSE,SEA,SFO,TRUE,TRUE,2,5,TRUE
2024-04-07,2014-02-26,3651930353,Katherine,Reynolds,Flight Status,U94969648,TRUE,JFK,ORD,TRUE,TRUE,2,5,FALSE
2021-10-29,2014-02-26,3651930353,Katherine,Reynolds,Cancel Flight,Z37371930,TRUE,ATL,SEA,TRUE,FALSE,3,7,TRUE
2022-06-21,2014-02-26,3651930353,Katherine,Reynolds,Flight Deal,O82371160,FALSE,BOS,SFO,TRUE,FALSE,1,9,TRUE
2021-04-13,2014-02-26,3651930353,Katherine,Reynolds,Cancel Flight,R24526226,TRUE,DFW,BOS,FALSE,TRUE,2,9,TRUE
2021-12-18,2014-02-26,3651930353,Katherine,Reynolds,Flight Deal,E10806932,FALSE,ORD,LAX,TRUE,FALSE,4,9,TRUE
2021-10-30,2020-05-21,1381610056,Jeffrey,Washington,Flight Status,B75493425,FALSE,BOS,SEA,TRUE,TRUE,1,2,TRUE
2023-08-23,2020-05-21,1381610056,Jeffrey,Washington,Cancel Flight,W77406414,FALSE,DEN,ORD,FALSE,FALSE,1,5,TRUE
2023-04-27,2020-05-21,1381610056,Jeffrey,Washington,Cancel Flight,Z02315373,FALSE,DEN,SEA,TRUE,FALSE,3,8,TRUE
2021-08-14,2020-05-21,1381610056,Jeffrey,Washington,New Flight,G86136226,FALSE,HND,DEN,TRUE,FALSE,2,6,TRUE
2022-09-22,1993-12-28,6491744513,Elizabeth,Durham,Flight Status,M31121685,FALSE,SEA,MIA,TRUE,FALSE,2,10,FALSE
2021-10-27,1993-12-28,6491744513,Elizabeth,Durham,Flight Status,F38347516,FALSE,LAX,BOS,TRUE,FALSE,2,7,FALSE
2024-04-08,1993-12-28,6491744513,Elizabeth,Durham,New Flight,J07115448,TRUE,HND,MIA,TRUE,FALSE,2,7,FALSE
2023-04-02,1993-12-28,6491744513,Elizabeth,Durham,Flight Status,O34004617,TRUE,JFK,SFO,FALSE,TRUE,2,10,FALSE
2021-10-02,2012-04-11,2144577279,Jennifer,Glover,Flight Status,U44112943,TRUE,LAX,MIA,TRUE,TRUE,1,10,TRUE
2024-07-26,2012-04-11,2144577279,Jennifer,Glover,Flight Status,A86405271,FALSE,ATL,DFW,TRUE,TRUE,4,6,FALSE
2023-10-24,2012-04-11,2144577279,Jennifer,Glover,Flight Deal,Z27416763,FALSE,DFW,LHR,FALSE,TRUE,1,10,TRUE
2022-02-20,2012-04-11,2144577279,Jennifer,Glover,Flight Status,M46627805,FALSE,SEA,DFW,FALSE,TRUE,1,5,TRUE
2022-08-30,2012-04-11,2144577279,Jennifer,Glover,Flight Status,H93573178,FALSE,SFO,DFW,FALSE,FALSE,3,5,FALSE
2022-02-21,2012-04-11,2144577279,Jennifer,Glover,Flight Deal,A15297245,TRUE,SFO,MIA,FALSE,TRUE,4,10,TRUE
2024-05-03,2012-04-11,2144577279,Jennifer,Glover,Flight Status,H29179740,TRUE,HND,ORD,FALSE,FALSE,1,9,TRUE
2022-01-14,2012-04-11,2144577279,Jennifer,Glover,New Flight,A85523321,TRUE,DEN,SEA,FALSE,TRUE,1,6,TRUE
2024-05-01,2012-04-11,2144577279,Jennifer,Glover,Flight Deal,P77202510,FALSE,JFK,SFO,FALSE,FALSE,2,9,TRUE
2023-02-04,2012-04-11,2144577279,Jennifer,Glover,New Flight,G61581730,FALSE,HND,DEN,FALSE,TRUE,4,10,FALSE
2023-09-18,2016-09-16,7773964152,Pamela,Young,Flight Deal,A82916484,FALSE,CDG,JFK,FALSE,TRUE,3,8,FALSE
2024-07-12,2016-09-16,7773964152,Pamela,Young,Cancel Flight,Q62085887,TRUE,DEN,SEA,TRUE,FALSE,1,10,FALSE
2023-12-03,2016-09-16,7773964152,Pamela,Young,Flight Status,G77569886,FALSE,SFO,SEA,FALSE,TRUE,4,10,TRUE
2024-07-18,2016-09-16,7773964152,Pamela,Young,Cancel Flight,Q26375306,FALSE,BOS,ATL,TRUE,TRUE,2,7,FALSE
2022-06-28,2023-04-24,245968518,Robert,Navarro,Flight Status,R15106897,FALSE,ORD,SFO,FALSE,TRUE,3,6,TRUE
2023-11-22,2023-04-24,245968518,Robert,Navarro,Flight Status,M38486866,TRUE,SEA,ORD,FALSE,FALSE,4,8,FALSE
2022-04-16,2023-04-24,245968518,Robert,Navarro,Flight Deal,Q65901878,TRUE,DEN,SFO,FALSE,TRUE,2,5,FALSE
2021-11-27,2004-11-26,2224177725,Jack,Cook,Flight Status,L39093393,FALSE,DFW,MIA,TRUE,FALSE,2,9,TRUE
2024-09-26,2004-11-26,2224177725,Jack,Cook,New Flight,I30722425,FALSE,DEN,JFK,FALSE,FALSE,2,10,TRUE
2022-08-22,2004-11-26,2224177725,Jack,Cook,Cancel Flight,T81933623,FALSE,DFW,ATL,FALSE,FALSE,1,7,TRUE
2021-03-17,2004-11-26,2224177725,Jack,Cook,Cancel Flight,E86503880,TRUE,JFK,SFO,TRUE,FALSE,1,6,FALSE
2023-08-05,2004-11-26,2224177725,Jack,Cook,Flight Status,H04652258,FALSE,MIA,CDG,TRUE,TRUE,2,3,TRUE
2021-11-22,2004-11-26,2224177725,Jack,Cook,Flight Status,C93507526,TRUE,MIA,ATL,TRUE,TRUE,4,8,TRUE
2022-08-22,2004-11-26,2224177725,Jack,Cook,Flight Deal,L32732629,FALSE,DFW,SFO,TRUE,FALSE,1,5,TRUE
2023-09-09,2004-11-26,2224177725,Jack,Cook,New Flight,D55452328,TRUE,LAX,DFW,FALSE,TRUE,1,3,TRUE
2021-11-24,2004-11-26,2224177725,Jack,Cook,Flight Deal,C45085508,FALSE,SFO,LAX,TRUE,FALSE,1,6,TRUE
2023-09-03,2004-11-26,2224177725,Jack,Cook,Flight Status,D58884981,FALSE,DEN,BOS,FALSE,FALSE,2,9,FALSE
2022-10-31,2003-08-18,95960141,Michael,Brown,Cancel Flight,I10696476,FALSE,SEA,BOS,TRUE,FALSE,3,7,FALSE
2023-02-17,2003-08-18,95960141,Michael,Brown,Cancel Flight,Q34065597,FALSE,LAX,ORD,FALSE,TRUE,1,6,TRUE
2024-02-15,2003-08-18,95960141,Michael,Brown,Flight Deal,V51864086,FALSE,SFO,SEA,TRUE,TRUE,4,9,TRUE
2021-06-10,2003-08-18,95960141,Michael,Brown,Flight Status,A65125134,FALSE,SFO,JFK,TRUE,TRUE,1,7,FALSE
2023-07-30,2003-08-18,95960141,Michael,Brown,New Flight,B35955861,TRUE,DEN,SEA,TRUE,TRUE,1,8,FALSE
2023-05-30,2003-08-18,95960141,Michael,Brown,Cancel Flight,S39996481,FALSE,SEA,ORD,TRUE,TRUE,4,5,FALSE
2024-05-14,2003-08-18,95960141,Michael,Brown,Flight Deal,U70562734,FALSE,DFW,SIN,FALSE,TRUE,1,4,FALSE
2024-09-19,2003-08-18,95960141,Michael,Brown,New Flight,F29764835,FALSE,LAX,SEA,FALSE,TRUE,4,8,TRUE
2024-04-29,2003-08-18,95960141,Michael,Brown,Flight Deal,C61958629,FALSE,SFO,SIN,FALSE,TRUE,4,10,FALSE
2021-10-03,2003-08-18,95960141,Michael,Brown,Cancel Flight,S22880474,FALSE,SYD,DEN,TRUE,TRUE,2,6,TRUE
2021-09-05,2009-07-20,61629222,Andrea,Mcdonald,Cancel Flight,G25614140,FALSE,ORD,JFK,FALSE,FALSE,4,7,FALSE
2022-03-07,2009-07-20,61629222,Andrea,Mcdonald,Cancel Flight,Z84795087,TRUE,ORD,BOS,TRUE,FALSE,4,9,TRUE
2021-06-30,2009-07-20,61629222,Andrea,Mcdonald,New Flight,W13763669,TRUE,JFK,SFO,TRUE,TRUE,4,9,FALSE
2023-12-03,2009-07-20,61629222,Andrea,Mcdonald,Flight Deal,N31506940,TRUE,SYD,DXB,TRUE,FALSE,4,8,TRUE
2023-08-09,1991-08-17,6128180064,Michele,Bishop,Flight Deal,K51101187,FALSE,SEA,BOS,TRUE,TRUE,4,7,TRUE
2023-06-16,1991-08-17,6128180064,Michele,Bishop,Flight Status,A08940180,FALSE,DEN,SYD,FALSE,TRUE,2,4,TRUE
2024-09-28,1991-08-17,6128180064,Michele,Bishop,Flight Status,Q54891373,FALSE,JFK,LAX,TRUE,TRUE,4,9,FALSE
2021-04-03,1991-08-17,6128180064,Michele,Bishop,Cancel Flight,K61898527,FALSE,SEA,SFO,FALSE,FALSE,3,7,FALSE
2022-03-16,1991-08-17,6128180064,Michele,Bishop,New Flight,Z53775356,TRUE,BOS,ATL,FALSE,TRUE,2,6,TRUE
2024-05-17,2004-02-26,4738250046,Lisa,Mejia,Cancel Flight,C96027315,FALSE,ORD,DEN,TRUE,FALSE,3,9,FALSE
2023-12-14,2004-02-26,4738250046,Lisa,Mejia,Flight Status,J78251223,TRUE,DEN,ORD,FALSE,FALSE,3,10,TRUE
2023-07-31,2004-02-26,4738250046,Lisa,Mejia,New Flight,U24065165,FALSE,JFK,BOS,TRUE,FALSE,1,3,TRUE
2021-08-04,1988-04-20,683693006,Shelby,Davidson,Flight Status,U33956348,TRUE,SIN,DFW,TRUE,FALSE,2,4,TRUE
2023-08-22,1988-04-20,683693006,Shelby,Davidson,Flight Deal,H54671870,TRUE,SIN,SIN,TRUE,FALSE,2,9,TRUE
2023-01-26,1988-04-20,683693006,Shelby,Davidson,Cancel Flight,D31309302,FALSE,BOS,ATL,FALSE,FALSE,1,10,FALSE
2021-08-28,1991-03-09,4694758980,Pam,Mccoy,Flight Deal,D08619789,FALSE,DXB,CDG,TRUE,TRUE,4,10,FALSE
2023-07-30,1991-03-09,4694758980,Pam,Mccoy,Flight Deal,H98794656,TRUE,LHR,ATL,FALSE,FALSE,2,6,TRUE
2023-04-25,1991-03-09,4694758980,Pam,Mccoy,Flight Deal,P58997323,FALSE,BOS,DEN,FALSE,FALSE,2,4,TRUE
2022-09-26,1993-12-28,5868153253,Brandy,Hall,Cancel Flight,X83770040,FALSE,ATL,DEN,TRUE,FALSE,4,8,FALSE
2021-06-14,1993-12-28,5868153253,Brandy,Hall,Cancel Flight,S28965749,FALSE,BOS,ORD,TRUE,TRUE,2,10,FALSE
2024-05-09,1993-12-28,5868153253,Brandy,Hall,Flight Deal,X08792776,FALSE,DFW,LAX,TRUE,FALSE,3,8,TRUE
2024-06-28,1993-12-28,5868153253,Brandy,Hall,New Flight,D44417113,TRUE,BOS,JFK,TRUE,TRUE,4,7,FALSE
2021-01-01,1993-12-28,5868153253,Brandy,Hall,Flight Status,Q27746457,TRUE,ORD,JFK,FALSE,FALSE,3,10,TRUE
2023-11-26,2015-03-15,4093061971,Sheri,Lyons,New Flight,R60379249,FALSE,DFW,LHR,FALSE,TRUE,1,6,FALSE
2023-11-06,2015-03-15,4093061971,Sheri,Lyons,Flight Status,T94454454,FALSE,ATL,DFW,FALSE,TRUE,3,7,TRUE
2022-05-04,2015-03-15,4093061971,Sheri,Lyons,New Flight,F01424830,TRUE,ATL,SFO,FALSE,FALSE,4,5,FALSE
2023-06-26,2015-03-15,4093061971,Sheri,Lyons,New Flight,M54329154,TRUE,DFW,ATL,FALSE,TRUE,3,5,FALSE
2023-11-17,2015-03-15,4093061971,Sheri,Lyons,Flight Deal,J14373642,FALSE,MIA,DEN,FALSE,FALSE,2,7,TRUE
2022-02-08,2016-04-22,7450028735,Zachary,Anderson,Flight Deal,C62285041,FALSE,SIN,DFW,TRUE,TRUE,4,8,TRUE
2023-09-15,2016-04-22,7450028735,Zachary,Anderson,Flight Deal,W90146779,FALSE,DFW,JFK,FALSE,TRUE,3,6,TRUE
2024-01-26,2016-04-22,7450028735,Zachary,Anderson,Flight Status,T32469184,TRUE,ATL,SEA,TRUE,FALSE,3,8,TRUE
2021-07-11,2016-04-22,7450028735,Zachary,Anderson,Flight Status,U06603968,TRUE,DEN,ORD,TRUE,TRUE,1,7,FALSE
2022-05-14,2016-04-22,7450028735,Zachary,Anderson,New Flight,G96434036,FALSE,DXB,JFK,TRUE,FALSE,3,8,TRUE
2023-04-17,1995-05-24,5600610891,Vincent,Wood,Cancel Flight,D00625248,FALSE,LAX,DEN,FALSE,FALSE,3,8,FALSE
2021-11-20,1995-05-24,5600610891,Vincent,Wood,Flight Deal,Q58915808,FALSE,DXB,DEN,FALSE,TRUE,4,9,TRUE
2022-10-18,1995-05-24,5600610891,Vincent,Wood,Flight Status,U40808479,TRUE,SFO,JFK,TRUE,TRUE,1,6,TRUE
2021-11-14,1995-05-24,5600610891,Vincent,Wood,New Flight,J16649006,TRUE,ATL,MIA,TRUE,TRUE,2,7,TRUE
2022-03-08,1995-05-24,5600610891,Vincent,Wood,Flight Status,G93387060,TRUE,BOS,SFO,TRUE,TRUE,2,10,FALSE
2024-06-02,2022-10-10,6715914108,Jeffrey,Brown,Flight Status,R25210378,TRUE,JFK,MIA,TRUE,FALSE,1,8,FALSE
2021-09-14,2022-10-10,6715914108,Jeffrey,Brown,Flight Deal,C55272747,FALSE,DEN,LAX,FALSE,FALSE,3,6,TRUE
2023-09-08,2022-10-10,6715914108,Jeffrey,Brown,Flight Status,L05279073,FALSE,SFO,DFW,TRUE,FALSE,1,9,TRUE
2021-05-02,2000-04-10,5227450446,Jonathan,Shaffer,Flight Deal,N35266865,FALSE,MIA,LAX,FALSE,TRUE,2,3,FALSE
2023-04-24,2000-04-10,5227450446,Jonathan,Shaffer,New Flight,K15740244,TRUE,SFO,SEA,TRUE,FALSE,3,8,TRUE
2024-07-24,2000-04-10,5227450446,Jonathan,Shaffer,Cancel Flight,X25584392,FALSE,JFK,MIA,TRUE,FALSE,3,8,TRUE
2022-06-05,2000-04-10,5227450446,Jonathan,Shaffer,New Flight,D59407249,TRUE,SEA,DFW,TRUE,FALSE,2,7,FALSE
2022-09-19,2000-04-10,5227450446,Jonathan,Shaffer,Flight Deal,R42816562,FALSE,DFW,JFK,FALSE,FALSE,2,10,TRUE
2022-06-10,1990-12-14,2244635205,Randall,Gardner,Cancel Flight,R81644083,FALSE,ORD,JFK,FALSE,FALSE,1,3,FALSE
2022-08-05,1990-12-14,2244635205,Randall,Gardner,Cancel Flight,Y80620199,FALSE,ATL,SEA,TRUE,TRUE,4,8,TRUE
2022-07-14,1990-12-14,2244635205,Randall,Gardner,Flight Status,T71363985,TRUE,ATL,SEA,TRUE,TRUE,4,6,TRUE
2023-06-04,1990-12-14,2244635205,Randall,Gardner,Flight Status,W83966622,FALSE,JFK,CDG,TRUE,FALSE,4,8,FALSE
2024-02-03,1995-01-27,1405100700,Mary,Larson,Flight Deal,R73945371,TRUE,DEN,LAX,FALSE,TRUE,1,5,FALSE
2022-12-06,1995-01-27,1405100700,Mary,Larson,Cancel Flight,N20256871,FALSE,JFK,SEA,FALSE,TRUE,1,4,TRUE
2021-08-17,1995-01-27,1405100700,Mary,Larson,Flight Status,Q02148276,FALSE,BOS,DFW,TRUE,FALSE,3,10,FALSE
2021-03-24,2005-09-10,7155476474,Christopher,Murphy,Cancel Flight,V13811731,TRUE,ATL,JFK,FALSE,TRUE,2,5,TRUE
2023-08-16,2005-09-10,7155476474,Christopher,Murphy,New Flight,O30274097,FALSE,DXB,DXB,TRUE,TRUE,1,4,FALSE
2024-07-02,2005-09-10,7155476474,Christopher,Murphy,Flight Status,X07499791,FALSE,SEA,CDG,TRUE,FALSE,2,8,FALSE
2023-01-22,2005-09-10,7155476474,Christopher,Murphy,Flight Status,Q08773249,TRUE,SFO,LAX,FALSE,TRUE,3,9,FALSE
2022-01-06,2005-09-10,7155476474,Christopher,Murphy,Flight Status,V22233129,FALSE,ORD,LAX,FALSE,FALSE,3,9,FALSE
2021-09-19,2005-09-10,7155476474,Christopher,Murphy,Cancel Flight,A47915395,FALSE,SEA,JFK,FALSE,TRUE,4,9,TRUE
2023-11-04,2005-09-10,7155476474,Christopher,Murphy,Cancel Flight,U03412242,TRUE,HND,LHR,TRUE,FALSE,2,7,FALSE
2021-08-07,2005-09-10,7155476474,Christopher,Murphy,New Flight,Y20590238,TRUE,DXB,DFW,FALSE,FALSE,2,6,FALSE
2022-11-02,2005-09-10,7155476474,Christopher,Murphy,Flight Status,J04237843,TRUE,LHR,MIA,TRUE,FALSE,2,8,FALSE
2024-01-11,2005-09-10,7155476474,Christopher,Murphy,Flight Status,F09870630,TRUE,SEA,HND,TRUE,FALSE,4,8,FALSE
2021-05-06,2002-09-09,3111105997,Thomas,Patterson,Cancel Flight,V61368707,FALSE,LAX,DFW,FALSE,FALSE,1,4,FALSE
2021-11-06,2002-09-09,3111105997,Thomas,Patterson,Flight Status,G43952919,FALSE,JFK,MIA,TRUE,TRUE,4,8,TRUE
2023-11-04,2002-09-09,3111105997,Thomas,Patterson,Cancel Flight,U59784855,TRUE,BOS,JFK,TRUE,FALSE,4,8,TRUE
2023-07-04,2002-09-09,3111105997,Thomas,Patterson,New Flight,H89346832,TRUE,ATL,ORD,FALSE,FALSE,2,7,TRUE
2024-04-12,2002-09-09,3111105997,Thomas,Patterson,New Flight,B20788901,FALSE,ATL,LAX,TRUE,FALSE,3,10,FALSE
2021-09-29,2008-12-20,6068454393,James,Williams,Flight Deal,Q15886709,TRUE,DXB,ORD,TRUE,TRUE,3,8,TRUE
2021-08-22,2008-12-20,6068454393,James,Williams,Flight Status,H39430393,TRUE,LAX,JFK,FALSE,TRUE,3,10,FALSE
2021-07-05,2008-12-20,6068454393,James,Williams,Flight Deal,B55243271,FALSE,MIA,SEA,FALSE,TRUE,4,9,TRUE
2023-03-26,2008-12-20,6068454393,James,Williams,New Flight,C15760319,FALSE,ORD,DEN,FALSE,FALSE,1,5,TRUE
2021-05-07,2008-12-20,6068454393,James,Williams,Flight Deal,D21084900,FALSE,DXB,DFW,FALSE,FALSE,2,7,FALSE
2023-05-18,2024-01-03,2775422646,Steven,Sherman,Flight Deal,N16976583,FALSE,BOS,LAX,FALSE,FALSE,2,7,FALSE
2021-01-02,2024-01-03,2775422646,Steven,Sherman,Flight Deal,F90790382,TRUE,CDG,HND,TRUE,TRUE,3,9,TRUE
2022-01-22,2024-01-03,2775422646,Steven,Sherman,Flight Status,C60625846,TRUE,SIN,ORD,FALSE,TRUE,1,10,FALSE
2024-02-05,2024-01-03,2775422646,Steven,Sherman,New Flight,W75600982,FALSE,JFK,DFW,TRUE,FALSE,4,9,FALSE
2022-11-04,2024-01-03,2775422646,Steven,Sherman,New Flight,J93925430,FALSE,DFW,SEA,TRUE,FALSE,1,2,FALSE
2024-08-27,1994-01-01,2303247612,James,Armstrong,New Flight,L06831047,TRUE,SEA,DFW,FALSE,TRUE,2,9,FALSE
2021-07-23,1994-01-01,2303247612,James,Armstrong,New Flight,E67398894,FALSE,BOS,DEN,FALSE,TRUE,4,9,FALSE
2022-01-26,1994-01-01,2303247612,James,Armstrong,Flight Status,T20360508,FALSE,SEA,LAX,TRUE,TRUE,2,8,TRUE
2022-07-02,2020-09-19,9574148758,James,Scott,Flight Deal,A25048382,TRUE,ATL,SFO,TRUE,TRUE,3,8,TRUE
2021-01-06,2020-09-19,9574148758,James,Scott,Flight Deal,H17952982,FALSE,JFK,DEN,TRUE,FALSE,1,5,FALSE
2022-12-30,2020-09-19,9574148758,James,Scott,Flight Status,M77194238,FALSE,ORD,JFK,TRUE,TRUE,4,8,FALSE
2024-06-17,2019-08-17,3086463331,Kelsey,Kennedy,Flight Deal,A78268705,TRUE,DEN,SFO,FALSE,FALSE,2,7,TRUE
2023-03-28,2019-08-17,3086463331,Kelsey,Kennedy,Flight Status,L19243667,TRUE,JFK,LAX,TRUE,TRUE,4,7,FALSE
2022-04-08,2019-08-17,3086463331,Kelsey,Kennedy,Flight Deal,K13309675,FALSE,JFK,MIA,FALSE,TRUE,2,7,FALSE
2024-02-15,2019-08-17,3086463331,Kelsey,Kennedy,Flight Deal,Z42187868,TRUE,MIA,LAX,FALSE,FALSE,3,9,FALSE
2021-12-09,2019-08-17,3086463331,Kelsey,Kennedy,Cancel Flight,H76764743,TRUE,ATL,SEA,TRUE,TRUE,2,6,FALSE
2021-07-24,1997-10-04,2490086304,Lisa,Smith,Flight Deal,A28310950,FALSE,ATL,JFK,FALSE,TRUE,3,8,TRUE
2024-03-07,1997-10-04,2490086304,Lisa,Smith,Flight Status,R31422787,FALSE,JFK,LHR,TRUE,FALSE,4,9,TRUE
2024-01-04,1997-10-04,2490086304,Lisa,Smith,Cancel Flight,I46073515,TRUE,LHR,CDG,FALSE,FALSE,2,8,FALSE
2022-03-01,1997-10-04,2490086304,Lisa,Smith,New Flight,J99990034,FALSE,ATL,LAX,TRUE,FALSE,1,4,TRUE
2023-03-28,1997-10-04,2490086304,Lisa,Smith,Flight Status,V06153743,TRUE,JFK,ATL,FALSE,TRUE,4,9,FALSE
2022-01-29,2019-12-24,17823452,Ashley,Rodriguez,Flight Deal,C05688894,TRUE,HND,SFO,FALSE,FALSE,1,5,TRUE
2022-10-22,2019-12-24,17823452,Ashley,Rodriguez,Flight Deal,Z40656999,TRUE,JFK,ATL,TRUE,TRUE,1,6,TRUE
2021-04-09,2019-12-24,17823452,Ashley,Rodriguez,Cancel Flight,L14661128,FALSE,DXB,ORD,TRUE,TRUE,3,10,TRUE
2024-05-27,2019-12-24,17823452,Ashley,Rodriguez,Cancel Flight,M91388857,TRUE,DEN,DFW,TRUE,TRUE,1,5,TRUE
2021-01-17,2019-12-24,17823452,Ashley,Rodriguez,Cancel Flight,X55102288,FALSE,CDG,SEA,FALSE,FALSE,4,8,TRUE
2023-06-12,2019-12-24,17823452,Ashley,Rodriguez,Flight Deal,E46172848,FALSE,DEN,LAX,TRUE,TRUE,3,7,TRUE
2023-03-13,2019-12-24,17823452,Ashley,Rodriguez,Flight Status,G72319603,TRUE,ORD,SFO,FALSE,TRUE,3,5,FALSE
2023-06-01,2019-12-24,17823452,Ashley,Rodriguez,Flight Deal,V36402051,TRUE,ORD,JFK,FALSE,TRUE,3,10,FALSE
2021-07-24,2019-12-24,17823452,Ashley,Rodriguez,Flight Deal,R39894892,FALSE,ORD,SEA,FALSE,FALSE,2,9,TRUE
2022-12-15,2019-12-24,17823452,Ashley,Rodriguez,Flight Status,O54564169,TRUE,SFO,ORD,FALSE,TRUE,2,7,FALSE
2022-05-26,2023-02-13,2386650936,Christopher,George,Flight Status,Y74595711,FALSE,BOS,LHR,TRUE,FALSE,2,7,FALSE
2023-07-30,2023-02-13,2386650936,Christopher,George,Flight Status,F93693487,FALSE,DXB,LAX,FALSE,FALSE,1,5,TRUE
2023-04-11,2023-02-13,2386650936,Christopher,George,Flight Deal,L44732146,FALSE,SEA,BOS,TRUE,TRUE,1,5,FALSE
2023-03-16,2023-02-13,2386650936,Christopher,George,Flight Deal,Y58675234,TRUE,DFW,ORD,FALSE,FALSE,3,4,FALSE
2023-08-19,2023-02-13,2386650936,Christopher,George,Flight Status,D70514602,TRUE,DEN,SFO,FALSE,FALSE,1,7,TRUE
2021-09-25,1990-09-14,1437359345,Cory,Howe,Flight Status,M76226947,TRUE,SEA,ATL,FALSE,TRUE,4,9,TRUE
2024-09-24,1990-09-14,1437359345,Cory,Howe,Flight Status,N84753502,TRUE,CDG,BOS,FALSE,FALSE,4,9,FALSE
2022-03-19,1990-09-14,1437359345,Cory,Howe,Flight Deal,Z73475648,TRUE,JFK,BOS,FALSE,TRUE,2,8,TRUE
2021-03-23,1990-09-14,1437359345,Cory,Howe,Flight Deal,O96981970,FALSE,DFW,SFO,FALSE,FALSE,2,7,FALSE
2021-04-17,1990-09-14,1437359345,Cory,Howe,Cancel Flight,F04038639,FALSE,SFO,MIA,FALSE,FALSE,1,5,FALSE
2021-07-22,2016-03-25,3988178862,Patricia,Young,New Flight,O39458005,FALSE,SEA,BOS,FALSE,TRUE,4,9,FALSE
2024-03-28,2016-03-25,3988178862,Patricia,Young,Cancel Flight,G80801679,FALSE,LHR,DXB,TRUE,FALSE,4,7,TRUE
2022-02-06,2016-03-25,3988178862,Patricia,Young,Cancel Flight,F48409560,FALSE,LAX,SFO,TRUE,TRUE,3,8,FALSE
2022-09-06,2019-11-10,5178451975,Kristina,Martin,Flight Deal,N86194960,FALSE,ATL,SEA,FALSE,TRUE,4,9,TRUE
2024-02-28,2019-11-10,5178451975,Kristina,Martin,Flight Status,C85059412,TRUE,DFW,ATL,FALSE,FALSE,1,6,TRUE
2023-08-22,2019-11-10,5178451975,Kristina,Martin,Cancel Flight,L89477381,TRUE,MIA,SFO,TRUE,FALSE,1,6,FALSE
2023-07-12,2019-11-10,5178451975,Kristina,Martin,Cancel Flight,G63620646,TRUE,DEN,JFK,TRUE,TRUE,2,9,FALSE
